Taxon	200SP1.16S.V3.V4	200SP2.16S.V3.V4	200SP3.16S.V3.V4	200SP4.16S.V3.V4	300SP1.16S.V3.V4	300SP2.16S.V3.V4	300SP3.16S.V3.V4	300SP4.16S.V3.V4	500SP1.16S.V3.V4	500SP2.16S.V3.V4	500SP3.16S.V3.V4	500SP4.16S.V3.V4	600SP1.16S.V3.V4	600SP2.16S.V3.V4	600SP3.16S.V3.V4	600SP4.16S.V3.V4	800SP1.16S.V3.V4	800SP2.16S.V3.V4	800SP3.16S.V3.V4	800SP4.16S.V3.V4	900SP1.16S.V3.V4	900SP2.16S.V3.V4	900SP3.16S.V3.V4	900SP4.16S.V3.V4	1000SP1.16S.V3.V4	1000SP2.16S.V3.V4	1000SP3.16S.V3.V4	1000SP4.16S.V3.V4	1100SP1.16S.V3.V4	1100SP2.16S.V3.V4	1100SP3.16S.V3.V4	1100SP4.16S.V3.V4	1200SP1.16S.V3.V4	1200SP2.16S.V3.V4	1200SP3.16S.V3.V4	1200SP4.16S.V3.V4	1300SP1.16S.V3.V4	1300SP2.16S.V3.V4	1300SP3.16S.V3.V4	1300SP4.16S.V3.V4	1400SP1.16S.V3.V4	1400SP2.16S.V3.V4	1400SP3.16S.V3.V4	1400SP4.16S.V3.V4	1500SP1.16S.V3.V4	1500SP2.16S.V3.V4	1500SP3.16S.V3.V4	1500SP4.16S.V3.V4
k__Bacteria;p__AD3;c__ABS-6;o__;f__;g__	0.000102708948517	0.000206355757326	0.000185873605948	0.000244170430961	0.000652457590257	0.000260145681582	0.000388706314711	0.000601548988646	0.000873805564168	0.000630163842599	0.00129804021379	0.00143455943335	0.00384560603903	0.00264261744966	0.00767278522104	0.006943239021	0.00289715113472	0.000630340383807	0.0115314192216	0.00183831209526	0.000684912742117	0.00109886755594	0.00365337777208	0.00160282755219	0.000359344334798	0.000346809353944	0.000256273358249	0.000906915228618	0.000701815948767	0.000298616410631	3.99680255795e-05	0.000682618380398	0.00161896933921	0.000313515362253	0.000974298672938	0.000763960766918	0.000102994567037	0.0015677761698	0.00219094969242	0.00114999178577	0.00062938320446	0.00205369478362	0.00135864437483	0.000532056397978	0.000818330605565	0.00755106650747	0.00102669404517	0.00392327811683
k__Bacteria;p__AD3;c__JG37-AG-4;o__;f__;g__	2.56772371293e-05	0.0	5.31067445566e-05	0.00012208521548	0.000761200521966	0.0014741588623	0.000459380190113	0.000300774494323	0.000338247315162	0.000303412220511	0.000305421226775	0.00011207495573	0.000712149266486	0.000713087248322	0.00135749276988	0.00109934617833	0.00154514727185	0.000140075640846	0.0027659823133	0.000543137664508	0.000328758116216	0.000244192790208	0.000405930863565	8.21962847279e-05	0.000165851231445	9.90883868411e-05	0.0	0.000151152538103	8.77269935959e-05	0.0	0.0	0.000179636415894	0.000323793867842	0.000171008379411	0.000436754577524	0.000394302331313	7.72459252774e-05	0.0	0.000168534591725	6.57138163299e-05	0.000224779715878	0.00022403943094	0.000226440729139	0.000133014099495	0.00029757476566	0.000839007389719	0.000528902992969	0.000234726041178
k__Bacteria;p__Acidobacteria;Other;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.49532355315e-05	0.0	5.90214247772e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.1048197552e-05	0.0	0.0	0.0	0.0	4.27122263748e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.22238815257e-05	0.0
k__Bacteria;p__Acidobacteria;c__;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.12149266486e-05	0.0	0.000236085699109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__;f__;g__	0.000821671588137	0.000742880726372	0.00135422198619	0.00103772433158	0.000108742931709	0.000433576135969	0.000388706314711	0.0015790660952	0.000310060038898	0.000396769826822	2.54517688979e-05	0.000358639858337	0.00258747566823	0.000419463087248	0.00218379271676	0.00133078747903	0.000772573635925	0.000140075640846	0.000194787486852	0.00104449550867	0.000739705761486	0.00149568084002	0.00106823911464	0.000986355416735	0.0018243635459	0.00156064209275	0.000918312867058	0.0017130620985	0.000526361961576	0.000298616410631	0.000679456434852	0.000754472946756	0.00169369100102	0.00119705865587	0.00147824626239	0.00125683868106	0.000566470118701	0.0015677761698	0.0	0.00108427796944	0.000854162920338	0.00134423658564	0.000905762916557	6.65070497473e-05	0.00029757476566	0.000516312239827	0.000560014933732	0.000603581248743
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81872762635e-05	0.0	0.0	0.0	0.000854579119784	6.29194630872e-05	0.00147553561943	0.0004628826014	0.0	0.0	0.000116872492111	0.000459578023814	2.73965096847e-05	0.000213668691432	0.00014955347605	0.00010274535591	0.000442269950521	0.000520214030916	0.000106780565937	0.000100768358735	0.000394771471182	0.00026543680945	0.000239808153477	0.000251490982252	0.000572866073875	0.00091204469019	0.000873509155048	0.000714672975504	0.000154491850555	6.02990834539e-05	0.00033706918345	0.00013142763266	0.000269735659054	0.000597438482506	0.000339661093709	0.0	0.00044636214849	0.000839007389719	0.000528902992969	0.00150895312186
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__	0.00182308383618	0.00280643829963	0.00477960701009	0.00164815040899	0.000978686385385	0.000780437044745	0.00106010813103	0.002331002331	0.00155030019449	0.00114363067731	0.000636294222448	0.00183802927398	0.0156672838627	0.00427852348993	0.0263235554506	0.0087947694266	0.00376629647513	0.000770416024653	0.00829794693989	0.0058073950282	0.00515054382072	0.00607429565642	0.0057043968722	0.00277412460957	0.00834784531608	0.00753071739992	0.00461292044848	0.00791031616073	0.00346521624704	0.00225621288032	0.000799360511591	0.004419055831	0.00879224887295	0.0080373938323	0.0115236015454	0.0090935975159	0.00216288590777	0.00277375783888	0.00353922642622	0.00555281747988	0.00427081460169	0.00810275941899	0.00362305166623	0.00179569034318	0.00302534345088	0.00493723579335	0.0032667537801	0.00432566561599
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__RB40;g__	0.000205417897034	0.000371440363186	0.0006107275624	0.000183127823221	0.000108742931709	8.67152271939e-05	7.0673875402e-05	0.000150387247161	0.000479183696479	7.00182047332e-05	0.0	0.000156904938023	0.00211270949058	0.00119546979866	0.0020657498672	0.00335589886015	0.000772573635925	0.00070037820423	0.00280493981067	0.000710256945895	0.0023287033232	0.00177039772901	0.00183737127719	0.00197271083347	0.00165851231445	0.00128814902893	0.000832888414309	0.00196498299534	0.00043863496798	0.000199077607087	0.000719424460432	0.00114967306172	0.00161896933921	0.000969047483327	0.00151184276835	0.00133077036818	0.000231737775832	0.000180897250362	0.000252801887587	9.85707244948e-05	0.000359647545406	0.00056009857735	0.000264180850662	0.000199521149242	4.95957942766e-05	0.000129078059957	0.000186671644577	0.000234726041178
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;Other;Other	0.0	0.0	0.0	0.0	0.000217485863419	0.000346860908776	0.000176684688505	0.0	0.0	4.66788031555e-05	5.09035377959e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1048197552e-05	0.0	0.0	0.0	4.95441934205e-05	0.0	0.0	0.0	6.63592023624e-05	0.0	0.0	0.0	0.0	0.0	4.92877914141e-05	0.0	0.0	0.0	0.0	0.0	7.46798103133e-05	0.0	0.0	0.0	0.000129078059957	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__;g__	0.0	0.0	0.0	0.0	0.000108742931709	0.000346860908776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0037820423e-05	3.89574973704e-05	0.0	0.0	0.0	0.0	6.16472135459e-05	0.0	0.0	0.0	2.51920896838e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;Other	0.00392861728078	0.00375567478333	0.00231014338821	0.00408985471859	0.00217485863419	0.00329517863337	0.00314498745539	0.00225580870742	0.00560926797644	0.00408439527611	0.00702468821583	0.00582789769798	0.00121065375303	0.00169882550336	0.000767278522104	0.00173580975525	0.00550458715596	0.00812438716907	0.00237640733959	0.00476289951953	0.00378071833648	0.00369341595189	0.00185873605948	0.00550715107677	0.00367636896371	0.00250198176774	0.00664175120128	0.00304824285174	0.00526361961576	0.00464514416537	0.00595523581135	0.00495796507868	0.00423422750255	0.00592829048623	0.00312447505459	0.00340085760757	0.00733836290136	0.00506512301013	0.00775259121935	0.00739280433711	0.00638374393095	0.00866285799634	0.00622712005133	0.00691673317372	0.00607548479889	0.00845461292717	0.00830688818368	0.00791362081685
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__	0.0656823725767	0.0611225753199	0.0623738714817	0.0738615553656	0.0682905611135	0.0585327783559	0.0475988550832	0.0471464019851	0.0807565464949	0.0716519628437	0.0967421735811	0.0946360926187	0.0231211128519	0.0390729865772	0.0163489346633	0.0309552739686	0.0676001931434	0.12746883317	0.0474891892945	0.0758303739294	0.0424371935015	0.066908824517	0.0434986967483	0.0942996876541	0.0373994526909	0.0373067776457	0.0745114789108	0.0403325355838	0.0613650320204	0.0717674773549	0.0743405275779	0.0676151469426	0.0371864803607	0.0523000627031	0.0362170334285	0.0393809453398	0.0699333110178	0.0801977809937	0.0690149153114	0.053589617217	0.0737277468081	0.0816250326724	0.0632524436729	0.0989624900239	0.0664831622278	0.0542450546968	0.0746686578309	0.0593521561263
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidopila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.74766177658e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Edaphobacter	0.00449351649762	0.00767643417251	0.00730217737653	0.00305213038701	0.00326228795128	0.00693721817551	0.00402841089791	0.00714339424017	0.0035515968092	0.00298744340195	0.00348689233902	0.00524510792818	0.00296728861036	0.0027894295302	0.00159357846898	0.00306659723428	0.00463544181555	0.00336181538031	0.00463594218707	0.00463756005849	0.0026848579491	0.00363236775434	0.00309789343247	0.00341114581621	0.00234955911214	0.00205608402695	0.00269087026161	0.00226728807155	0.00399157820861	0.00238893128505	0.00399680255795	0.00589207444133	0.00124536103016	0.00179558798381	0.00110868469679	0.00152792153384	0.00242037232536	0.0015677761698	0.00235948428415	0.00213569903072	0.0029670922496	0.00287517269706	0.00332113069404	0.0023942537909	0.00161186331399	0.00196844041434	0.00152448509738	0.00181074374623
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66788031555e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1048197552e-05	0.0	0.0	5.52837438151e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.54802430464e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus	7.70317113879e-05	0.000123813454395	0.000212426978226	6.10426077402e-05	0.0	8.67152271939e-05	7.0673875402e-05	0.0	8.45618287905e-05	2.33394015777e-05	5.09035377959e-05	2.24149911461e-05	0.0	6.29194630872e-05	0.0	0.00011572065035	0.0	0.0	0.000116872492111	0.0	2.73965096847e-05	3.0524098776e-05	2.13647822929e-05	4.1098142364e-05	0.0	0.0	0.0	0.0	4.3863496798e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.14972835183e-05	0.000180897250362	0.0	0.0	0.0	3.73399051566e-05	0.0	0.0	0.0	3.22695149892e-05	0.000124447763051	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;Other	0.00215688791886	0.000866694180768	0.00241635687732	0.00115980954706	0.00761200521966	0.00754422476587	0.00565391003216	0.00616587713362	0.00279054035009	0.0018904915278	0.00223975566302	0.00333983368077	0.00154299007739	0.000922818791946	0.000826299946881	0.0020829717063	0.000869145340415	0.000770416024653	0.00155829989481	0.00154585335283	0.000547930193693	0.000518909679192	0.000427295645857	0.00100690448792	0.000165851231445	0.000247720967103	0.000277629471436	0.000201536717471	0.000350907974384	0.000464514416537	0.000279776179057	0.000754472946756	0.000473237191462	0.000313515362253	0.00164622879221	0.000221795061363	0.000257486417591	0.000361794500724	0.000252801887587	0.00019714144899	0.000224779715878	0.000186699525783	0.00011322036457	0.000798084596967	0.000570351634181	0.000548581754816	0.000715574637546	0.000536516665549
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__	0.0314032610091	0.0308708212959	0.034545937334	0.0285679404224	0.0682905611135	0.0707596253902	0.061450934662	0.0660951951275	0.0459170730332	0.033165289642	0.0396029524052	0.0494698854594	0.047832692399	0.0337038590604	0.0619134745913	0.0456517965631	0.040560115886	0.0192604006163	0.044489461997	0.0554000417798	0.0433686748308	0.0463661060407	0.0410203820023	0.0393720203847	0.0464659866766	0.0459274673008	0.0422851041111	0.0527270437083	0.0431616808492	0.0594578453167	0.0645083932854	0.0517712150607	0.0478467707788	0.0438066465257	0.0447505459432	0.0496574498497	0.0468367793599	0.0381693198263	0.0456728743575	0.0480696566453	0.0377180363244	0.04170867406	0.0423821564705	0.0491487097632	0.0434707136835	0.0548581754816	0.0485657395308	0.0431895915767
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__Candidatus Koribacter	0.0144306072667	0.0192323565827	0.0174455655868	0.0174581858137	0.00141365811222	0.00468262226847	0.00268560726527	0.00992555831266	0.00653944809313	0.00457452270924	0.00363960295241	0.0082711317329	0.00807102502018	0.00587248322148	0.00944342796435	0.0110513221084	0.010043457267	0.00658355511976	0.0090770968873	0.0120743680802	0.0123558258678	0.0169408748207	0.0174763919156	0.0119390103567	0.0153965226525	0.0241775663892	0.0187293112653	0.019523869505	0.0123256426002	0.009522545539	0.00887290167866	0.0121074944313	0.0119554658896	0.0129111326455	0.0115236015454	0.0172753708906	0.00988747843551	0.00964785335263	0.00758405662762	0.0173155906029	0.0167685668045	0.019790149733	0.016303732498	0.00698324022346	0.0196399345336	0.0101326277066	0.016271545019	0.00989202602106
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__;g__	0.0802670432661	0.0733388361535	0.0727562400425	0.0842387986815	0.0765550239234	0.0800381547	0.0813456305877	0.0776750131589	0.115511458128	0.124819119638	0.11270043268	0.137672875619	0.0799031476998	0.0665478187919	0.0872926872455	0.107909506451	0.0957991308547	0.0526684409581	0.102263430597	0.14819302277	0.0987096243939	0.121180672141	0.105392471051	0.0994986026632	0.12187301324	0.143529528339	0.127709556861	0.15142965109	0.140319326257	0.171306280899	0.16346922462	0.111626068837	0.172881018207	0.159750327766	0.152662523098	0.124550248903	0.154028375003	0.13145200193	0.13870396899	0.17456875308	0.133339327459	0.113812030917	0.117107597086	0.119579675446	0.153226206418	0.148020265255	0.150986248522	0.134833344511
k__Bacteria;p__Acidobacteria;c__EC1113;o__;f__;g__	0.000513544742586	0.000330169211721	0.000371747211896	0.00012208521548	0.000217485863419	0.000260145681582	0.000600727940917	0.000751936235807	0.000535558249006	0.000116697007889	0.000279969457877	0.000201734920315	0.000878317428666	0.000188758389262	0.000708257097326	0.00144650812938	0.0	0.0	0.001051852429	0.000626697305202	0.00041094764527	0.000335765086536	0.000320471734393	0.00041098142364	0.000276418719076	0.000693618707887	0.000234917245061	0.000831338959567	0.00021931748399	9.95388035436e-05	0.000319744204636	0.00032334554861	0.000772123838701	0.000313515362253	0.000436754577524	0.000123219478535	2.57486417591e-05	0.000180897250362	8.42672958625e-05	0.000361425989814	0.000134867829527	7.46798103133e-05	3.77401215232e-05	0.000266028198989	0.000123989485692	6.45390299784e-05	6.22238815257e-05	6.70645831936e-05
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__	2.56772371293e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0524098776e-05	0.00014955347605	0.0	2.76418719076e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35965059634e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000258156119914	0.0	0.0
k__Bacteria;p__Acidobacteria;c__RB25;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000451027868775	0.0	5.90214247772e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.52837438151e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85013965684e-05	3.35965059634e-05	2.4643895707e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__JH-WHS99;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000150387247161	2.81872762635e-05	4.66788031555e-05	2.54517688979e-05	0.0	7.12149266486e-05	2.09731543624e-05	5.90214247772e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.0524098776e-05	4.27295645857e-05	0.0	2.76418719076e-05	2.47720967103e-05	0.0	0.0	0.000131590490394	0.0	7.99360511591e-05	0.0	9.9628882413e-05	0.000228011172547	0.00010078951789	0.000172507269949	5.14972835183e-05	0.000241196333816	0.0	0.00013142763266	8.99118863514e-05	0.00011201971547	3.77401215232e-05	6.65070497473e-05	0.000123989485692	0.000225886604924	0.000124447763051	0.000167661457984
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;Other;Other	0.000179740659905	8.25423029303e-05	0.00015932023367	6.10426077402e-05	0.000869943453676	0.000607006590357	0.000600727940917	0.000827129859388	0.000338247315162	0.000560145637866	0.000509035377959	0.000560374778652	0.00161420500404	0.0010067114094	0.00194770701765	0.00133078747903	0.00154514727185	0.000140075640846	0.00140246990533	0.000877376227282	0.00082189529054	0.00125148804982	0.000705037815665	0.000534275850732	0.000497553694336	0.000743162901308	0.000683395621997	0.000856531049251	0.000526361961576	0.000763130827167	0.000439648281375	0.000431127398146	0.00119554658896	0.00142506982842	0.00144464975643	0.000492877914141	0.000978448386848	0.000663289917993	0.000842672958625	0.00124856251027	0.000539471318108	0.00044807886188	0.000717062308941	0.000133014099495	0.000942320091256	0.000968085449676	0.00065335075602	0.000771242706727
