[Header]	
System	TOC-L	
S/W Version	1.00	
User		
Date/Time	5/07/2018 11:21:12 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	TOC	1100m_SP4_HWC_diluted1to20	61	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 5:33:17 PM	1	3	IC	1.115	0.3238	TOC:28.96mg/L TC:29.35mg/L IC:0.3984mg/L	0	50	
Unknown	TOC	800m_SP2_HWC_diluted1to20	62	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 5:38:57 PM	1	1	TC	73.24	20.00	TOC:19.02mg/L TC:19.38mg/L IC:0.3563mg/L	0	50	
Unknown	TOC	800m_SP2_HWC_diluted1to20	62	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 5:41:40 PM	1	2	TC	69.80	19.06	TOC:19.02mg/L TC:19.38mg/L IC:0.3563mg/L	0	50	
Unknown	TOC	800m_SP2_HWC_diluted1to20	62	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 5:44:26 PM	1	3	TC	69.82	19.07	TOC:19.02mg/L TC:19.38mg/L IC:0.3563mg/L	0	50	
Unknown	TOC	800m_SP2_HWC_diluted1to20	62	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 5:47:00 PM	1	1	IC	0.6245	0.1814	TOC:19.02mg/L TC:19.38mg/L IC:0.3563mg/L	0	50	
Unknown	TOC	800m_SP2_HWC_diluted1to20	62	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 5:49:08 PM	1	2	IC	1.753	0.5091	TOC:19.02mg/L TC:19.38mg/L IC:0.3563mg/L	0	50	
Unknown	TOC	800m_SP2_HWC_diluted1to20	62	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 5:51:20 PM	1	3	IC	1.303	0.3784	TOC:19.02mg/L TC:19.38mg/L IC:0.3563mg/L	0	50	
Unknown	TOC	200m_SP2_HWC_diluted1to20	63	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 5:59:16 PM	1	1	TC	78.06	21.32	TOC:21.02mg/L TC:21.47mg/L IC:0.4445mg/L	0	50	
Unknown	TOC	200m_SP2_HWC_diluted1to20	63	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 6:02:22 PM	1	2	TC	79.79	21.79	TOC:21.02mg/L TC:21.47mg/L IC:0.4445mg/L	0	50	
Unknown	TOC	200m_SP2_HWC_diluted1to20	63	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 6:05:03 PM	1	3	TC	77.99	21.30	TOC:21.02mg/L TC:21.47mg/L IC:0.4445mg/L	0	50	
Unknown	TOC	200m_SP2_HWC_diluted1to20	63	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 6:07:37 PM	1	1	IC	1.763	0.5120	TOC:21.02mg/L TC:21.47mg/L IC:0.4445mg/L	0	50	
Unknown	TOC	200m_SP2_HWC_diluted1to20	63	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 6:10:19 PM	1	2	IC	1.385	0.4023	TOC:21.02mg/L TC:21.47mg/L IC:0.4445mg/L	0	50	
Unknown	TOC	200m_SP2_HWC_diluted1to20	63	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 6:12:48 PM	1	3	IC	1.443	0.4191	TOC:21.02mg/L TC:21.47mg/L IC:0.4445mg/L	0	50	
Unknown	TOC	500m_SP3_HWC_diluted1to20	64	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 6:18:30 PM	1	1	TC	69.50	18.98	TOC:18.36mg/L TC:18.94mg/L IC:0.5824mg/L	0	50	
Unknown	TOC	500m_SP3_HWC_diluted1to20	64	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 6:21:13 PM	1	2	TC	69.30	18.92	TOC:18.36mg/L TC:18.94mg/L IC:0.5824mg/L	0	50	
Unknown	TOC	500m_SP3_HWC_diluted1to20	64	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 6:24:04 PM	1	3	TC	69.30	18.92	TOC:18.36mg/L TC:18.94mg/L IC:0.5824mg/L	0	50	
Unknown	TOC	500m_SP3_HWC_diluted1to20	64	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 6:26:59 PM	1	1	IC	2.597	0.7543	TOC:18.36mg/L TC:18.94mg/L IC:0.5824mg/L	0	50	
Unknown	TOC	500m_SP3_HWC_diluted1to20	64	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 6:29:31 PM	1	2	IC	1.862	0.5408	TOC:18.36mg/L TC:18.94mg/L IC:0.5824mg/L	0	50	
Unknown	TOC	500m_SP3_HWC_diluted1to20	64	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 6:32:01 PM	1	3	IC	1.557	0.4522	TOC:18.36mg/L TC:18.94mg/L IC:0.5824mg/L	0	50	
Unknown	TOC	800m_SPX_HWC_diluted1to20	65	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 6:37:34 PM	1	1	TC	73.58	20.09	TOC:19.50mg/L TC:20.01mg/L IC:0.5107mg/L	0	50	
Unknown	TOC	800m_SPX_HWC_diluted1to20	65	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 6:40:25 PM	1	2	TC	73.15	19.98	TOC:19.50mg/L TC:20.01mg/L IC:0.5107mg/L	0	50	
Unknown	TOC	800m_SPX_HWC_diluted1to20	65	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 6:43:20 PM	1	3	TC	73.13	19.97	TOC:19.50mg/L TC:20.01mg/L IC:0.5107mg/L	0	50	
Unknown	TOC	800m_SPX_HWC_diluted1to20	65	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 6:46:16 PM	1	1	IC	2.352	0.6831	TOC:19.50mg/L TC:20.01mg/L IC:0.5107mg/L	0	50	
Unknown	TOC	800m_SPX_HWC_diluted1to20	65	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 6:48:47 PM	1	2	IC	1.541	0.4476	TOC:19.50mg/L TC:20.01mg/L IC:0.5107mg/L	0	50	
Unknown	TOC	800m_SPX_HWC_diluted1to20	65	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 6:51:17 PM	1	3	IC	1.382	0.4014	TOC:19.50mg/L TC:20.01mg/L IC:0.5107mg/L	0	50	
Unknown	TOC	500m_SP1_HWC_diluted1to20	66	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 6:56:50 PM	1	1	TC	78.78	21.51	TOC:20.83mg/L TC:21.46mg/L IC:0.6274mg/L	0	50	
Unknown	TOC	500m_SP1_HWC_diluted1to20	66	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 6:59:39 PM	1	2	TC	79.10	21.60	TOC:20.83mg/L TC:21.46mg/L IC:0.6274mg/L	0	50	
Unknown	TOC	500m_SP1_HWC_diluted1to20	66	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 7:02:34 PM	1	3	TC	77.91	21.27	TOC:20.83mg/L TC:21.46mg/L IC:0.6274mg/L	0	50	
Unknown	TOC	500m_SP1_HWC_diluted1to20	66	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 7:05:30 PM	1	1	IC	1.758	0.5106	TOC:20.83mg/L TC:21.46mg/L IC:0.6274mg/L	0	50	
Unknown	TOC	500m_SP1_HWC_diluted1to20	66	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 7:08:01 PM	1	2	IC	1.427	0.4145	TOC:20.83mg/L TC:21.46mg/L IC:0.6274mg/L	0	50	
Unknown	TOC	500m_SP1_HWC_diluted1to20	66	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 7:10:10 PM	1	3	IC	3.296	0.9573	TOC:20.83mg/L TC:21.46mg/L IC:0.6274mg/L	0	50	
Unknown	TOC	1300m_SP1_HWC_diluted1to20	67	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 7:15:55 PM	1	1	TC	158.5	43.28	TOC:42.37mg/L TC:42.67mg/L IC:0.2988mg/L	0	50	
Unknown	TOC	1300m_SP1_HWC_diluted1to20	67	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 7:18:47 PM	1	2	TC	155.4	42.43	TOC:42.37mg/L TC:42.67mg/L IC:0.2988mg/L	0	50	
Unknown	TOC	1300m_SP1_HWC_diluted1to20	67	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 7:21:32 PM	1	3	TC	154.9	42.30	TOC:42.37mg/L TC:42.67mg/L IC:0.2988mg/L	0	50	
Unknown	TOC	1300m_SP1_HWC_diluted1to20	67	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 7:24:06 PM	1	1	IC	0.9238	0.2683	TOC:42.37mg/L TC:42.67mg/L IC:0.2988mg/L	0	50	
Unknown	TOC	1300m_SP1_HWC_diluted1to20	67	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 7:26:16 PM	1	2	IC	1.082	0.3143	TOC:42.37mg/L TC:42.67mg/L IC:0.2988mg/L	0	50	
Unknown	TOC	1300m_SP1_HWC_diluted1to20	67	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 7:28:24 PM	1	3	IC	1.081	0.3140	TOC:42.37mg/L TC:42.67mg/L IC:0.2988mg/L	0	50	
Unknown	TOC	500m_SP4_HWC_diluted1to20	68	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 7:35:40 PM	1	1	TC	92.08	25.14	TOC:24.42mg/L TC:24.82mg/L IC:0.3945mg/L	0	50	
Unknown	TOC	500m_SP4_HWC_diluted1to20	68	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 7:40:49 PM	1	2	TC	94.10	25.70	TOC:24.42mg/L TC:24.82mg/L IC:0.3945mg/L	0	50	
Unknown	TOC	500m_SP4_HWC_diluted1to20	68	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 7:43:48 PM	1	3	TC	86.48	23.62	TOC:24.42mg/L TC:24.82mg/L IC:0.3945mg/L	0	50	
Unknown	TOC	500m_SP4_HWC_diluted1to20	68	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 7:46:22 PM	1	1	IC	0.8732	0.2536	TOC:24.42mg/L TC:24.82mg/L IC:0.3945mg/L	0	50	
Unknown	TOC	500m_SP4_HWC_diluted1to20	68	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 7:48:31 PM	1	2	IC	0.8777	0.2549	TOC:24.42mg/L TC:24.82mg/L IC:0.3945mg/L	0	50	
Unknown	TOC	500m_SP4_HWC_diluted1to20	68	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 7:50:38 PM	1	3	IC	2.324	0.6750	TOC:24.42mg/L TC:24.82mg/L IC:0.3945mg/L	0	50	
Unknown	TOC	1000m_SP2_HWC_diluted1to20	69	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 7:56:43 PM	1	1	TC	162.2	44.29	TOC:43.64mg/L TC:44.24mg/L IC:0.6021mg/L	0	50	
Unknown	TOC	1000m_SP2_HWC_diluted1to20	69	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 8:01:52 PM	1	2	TC	161.7	44.16	TOC:43.64mg/L TC:44.24mg/L IC:0.6021mg/L	0	50	
Unknown	TOC	1000m_SP2_HWC_diluted1to20	69	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 8:04:41 PM	1	3	TC	162.1	44.26	TOC:43.64mg/L TC:44.24mg/L IC:0.6021mg/L	0	50	
Unknown	TOC	1000m_SP2_HWC_diluted1to20	69	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 8:07:37 PM	1	1	IC	3.075	0.8931	TOC:43.64mg/L TC:44.24mg/L IC:0.6021mg/L	0	50	
Unknown	TOC	1000m_SP2_HWC_diluted1to20	69	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 8:10:08 PM	1	2	IC	1.292	0.3752	TOC:43.64mg/L TC:44.24mg/L IC:0.6021mg/L	0	50	
Unknown	TOC	1000m_SP2_HWC_diluted1to20	69	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 8:12:39 PM	1	3	IC	1.852	0.5379	TOC:43.64mg/L TC:44.24mg/L IC:0.6021mg/L	0	50	
Unknown	TOC	1400m_SP3_HWC_diluted1to20	70	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 8:18:16 PM	1	1	TC	148.2	40.47	TOC:39.71mg/L TC:40.28mg/L IC:0.5719mg/L	0	50	
Unknown	TOC	1400m_SP3_HWC_diluted1to20	70	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 8:21:01 PM	1	2	TC	148.0	40.41	TOC:39.71mg/L TC:40.28mg/L IC:0.5719mg/L	0	50	
Unknown	TOC	1400m_SP3_HWC_diluted1to20	70	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 8:23:47 PM	1	3	TC	146.3	39.95	TOC:39.71mg/L TC:40.28mg/L IC:0.5719mg/L	0	50	
Unknown	TOC	1400m_SP3_HWC_diluted1to20	70	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 8:26:42 PM	1	1	IC	2.352	0.6831	TOC:39.71mg/L TC:40.28mg/L IC:0.5719mg/L	0	50	
Unknown	TOC	1400m_SP3_HWC_diluted1to20	70	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 8:29:12 PM	1	2	IC	1.758	0.5106	TOC:39.71mg/L TC:40.28mg/L IC:0.5719mg/L	0	50	
Unknown	TOC	1400m_SP3_HWC_diluted1to20	70	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 8:31:43 PM	1	3	IC	1.797	0.5219	TOC:39.71mg/L TC:40.28mg/L IC:0.5719mg/L	0	50	
Unknown	TOC	900m_SP1_HWC_diluted1to20	71	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 8:37:23 PM	1	1	TC	170.2	46.48	TOC:46.13mg/L TC:46.72mg/L IC:0.5933mg/L	0	50	
Unknown	TOC	900m_SP1_HWC_diluted1to20	71	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 8:40:15 PM	1	2	TC	173.2	47.30	TOC:46.13mg/L TC:46.72mg/L IC:0.5933mg/L	0	50	
